grad_norm,loss,loss_q0,loss_q1,loss_q2,loss_q3,lr,mse,mse_q0,mse_q1,mse_q2,mse_q3,nll,nll_q0,nll_q1,nll_q2,nll_q3,reg,reg_q0,reg_q1,reg_q2,reg_q3,samples,step,eval_loss,eval_loss_q0,eval_loss_q1,eval_loss_q3,eval_mse,eval_mse_q0,eval_mse_q1,eval_mse_q3,eval_nll,eval_nll_q0,eval_nll_q1,eval_nll_q3,eval_reg,eval_reg_q0,eval_reg_q1,eval_reg_q3,eval_loss_q2,eval_mse_q2,eval_nll_q2,eval_reg_q2
,,,,,,,,,,,,,,,,,,,,,,,,0.7267767190933228,,,0.9661417,0.012243317440152168,,,0.005729409,0.7051612138748169,,,0.9470002,0.00336089706979692,,,0.0036305422,0.4874118,0.018757226,0.46332225,0.003091252
0.7394557782690792,0.8143756030737422,1.1595092,0.60010976,0.6989529,0.8555833,8.48e-06,0.018404630524688423,0.07235143,0.03860414,0.018383315,0.010057406,0.6798442471492177,0.44433382,0.41631046,0.5548694,0.7888561,0.009626663960632855,0.015693396,0.008157254,0.0047000623,0.011063305,456004,114000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,11.798995018005371,,21.039135,2.5588546,0.16505853831768036,,0.31238872,0.01772835,2.3624091148376465,,2.681488,2.0433304,0.04654039442539215,,0.073304966,0.019775823,,,,
0.7428122201927796,0.8805867369715137,0.99097675,0.9440235,0.7911106,0.8941888,8.466666666666668e-06,0.016968240600574065,0.06274761,0.044076804,0.017594395,0.009239296,0.7430086182937372,0.43211362,0.4741,0.66018885,0.8352084,0.009068978651863284,0.014180699,0.01132544,0.004075935,0.010094581,460004,115000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.18096788227558136,,0.009660987,0.59540325,0.030601680278778076,,0.007112071,0.024734909,0.14270031452178955,,0.0006608488,0.5639656,0.001775178825482726,,0.00040757144,0.0017902014,0.10914628,0.08344767,0.0055139335,0.004495371
0.7415471799919247,0.8488734435513609,1.0533627,0.70706844,0.8638773,0.8418933,8.453333333333333e-06,0.018247856209374795,0.07344041,0.04148836,0.019299878,0.009777685,0.7158358520432972,0.4842784,0.40263847,0.7037991,0.7802611,0.008735095715557714,0.014740115,0.0076533,0.005797891,0.009231307,464004,116000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.2220969200134277,,1.6481214,0.20351213,0.017751052975654602,,0.024423335,0.009097918,0.5642108917236328,,0.34785914,0.19171225,0.005534680560231209,,0.009632939,0.0019147781,1.3886327,0.013059624,1.3694129,0.00095806684
0.7417071828014418,0.8648862016201019,1.0343156,1.1315087,0.88121605,0.8066626,8.44e-06,0.017686701659695245,0.06346663,0.042888284,0.018465495,0.009771723,0.7023699089782898,0.24996065,0.63709295,0.7398366,0.7395638,0.009629673866467806,0.011545576,0.013542685,0.004266604,0.010703394,468004,117000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.2076845169067383,,,1.5971783,0.015433933585882187,,,0.012306981,1.1874715089797974,,,1.5804679,0.0009736091597005725,,,0.00096546754,0.03920272,0.02481479,0.0084820865,0.0009980339
0.7454431575145443,0.8099964160006491,0.89338917,1.1065692,0.53221345,0.8471385,8.426666666666667e-06,0.017310331811429915,0.066991106,0.044301126,0.018277317,0.009360552,0.7025710128982321,0.34688446,0.8729377,0.44375733,0.78600454,0.009690536829672072,0.017992053,0.009165599,0.0046356968,0.010652335,472004,118000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.10264105349779129,0.01761931,,0.15155323,0.018098440021276474,0.014571536,,0.0022567979,0.07587302476167679,8.127765e-05,,0.14865139,0.001325866556726396,0.00077974447,,0.00041283105,0.08983845,0.053308625,0.0061080568,0.0036980596
0.7436432842671178,0.8209255432449281,0.8166335,0.71802896,1.0260751,0.77558714,8.413333333333333e-06,0.018553372136084406,0.07619011,0.04561953,0.019933062,0.009455898,0.6986242367863299,0.22607072,0.44575092,0.8908272,0.7175657,0.009316981195690442,0.022579476,0.015217776,0.005759739,0.008416089,476004,119000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.0234067440032959,0.007067691,0.021574356,0.04341057,0.012590515427291393,0.005724692,0.014505893,0.015625585,0.0021281838417053223,2.8439485e-05,9.643067e-05,0.0082914345,0.0010410447139292955,0.0002530996,0.0009751626,0.001960754,,,,
0.7432219011141012,0.746676044858993,0.6820564,0.8129422,0.7754098,0.7322585,8.400000000000001e-06,0.01676806236244742,0.06308941,0.041276045,0.017375797,0.008939548,0.6235434650583772,0.13076825,0.51654726,0.63203055,0.6789378,0.007877215731685287,0.011555078,0.0074196793,0.004577282,0.008809979,480004,120000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.64521324634552,,0.02620604,0.021651259,0.014008772559463978,,0.0054628192,0.008369308,1.625872254371643,,0.01941997,0.0032490995,0.0015794307691976428,,0.00039237173,0.0018406538,3.2664979,0.021101482,3.2404099,0.0020423487
0.7474712344865353,1.1379752388326456,0.49907473,1.6043096,0.84482884,1.2035725,8.386666666666667e-06,0.018210782278561956,0.07700408,0.048986614,0.02050077,0.00924174,1.00911798648094,0.10248735,1.1567599,0.7329654,1.1320565,0.011066088626306746,0.01264591,0.01052942,0.00585339,0.012541002,484004,121000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.2897540032863617,,0.02141222,0.37920126,0.010508241131901741,,0.017462322,0.008190215,0.27617186307907104,,6.815229e-05,0.3682064,0.0015698468778282404,,0.0011403827,0.0017130014,,,,
0.7483818528966217,0.8849314532764263,0.9913832,0.6116937,0.92574084,0.90536916,8.373333333333335e-06,0.01777224549511448,0.08868074,0.040106803,0.021133881,0.009123361,0.7768559230375106,0.5734697,0.43619886,0.7400299,0.8481966,0.010765100876713425,0.017865408,0.0065937694,0.005175418,0.012438472,488004,122000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.3201557993888855,,,0.6173389,0.011141874827444553,,,0.006143346,0.2880270183086395,,,0.57358897,0.0019982585217803717,,,0.0027702677,0.022972705,0.016140403,0.0024650735,0.0012262493
0.7484544997150043,0.8595237586610008,0.26920983,0.7423188,0.8738568,0.9093458,8.36e-06,0.01702736541093329,0.077805735,0.04263528,0.021287875,0.008697511,0.7520087242163129,0.055203937,0.44425797,0.69695526,0.85091424,0.011160734988719915,0.017998012,0.012643102,0.005404841,0.012131251,492004,123000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.22924736142158508,,,0.3013763,0.007613981608301401,,,0.0076044835,0.21898937225341797,,,0.29138064,0.0012933509424328804,,,0.0015925779,0.012860561,0.007642475,0.0018155687,0.00039566954
0.7489640376818938,0.9661070931460711,0.6302438,1.0276839,0.8940291,0.99704117,8.346666666666668e-06,0.018648713611182775,0.097511634,0.053957578,0.02160493,0.00902955,0.8490341809585219,0.14177005,0.6282541,0.74061483,0.9467392,0.010096836197510164,0.01523613,0.00926228,0.005997773,0.01112079,496004,124000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.25111499428749084,,,0.258412,0.007553791627287865,,,0.008790577,0.2411319613456726,,,0.24674517,0.0007065270328894258,,,0.0008213231,0.22922389,0.0038434358,0.22429232,0.00036213893
0.7467832310689947,0.9599150287155055,0.51375914,1.8936645,0.7777048,0.9189231,8.333333333333334e-06,0.01875333393295297,0.107246816,0.051740613,0.01997888,0.008791189,0.818820562148585,0.25316885,1.1498361,0.6603405,0.8573595,0.011616583986819019,0.029300269,0.012496804,0.0052112374,0.012441133,500004,125000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.6544152498245239,,,0.65441525,0.019109763205051422,,,0.019109763,0.5438916683197021,,,0.54389167,0.08047713339328766,,,0.08047713,,,,
0.747324587951626,0.9868810079433027,1.4020798,1.1258562,0.8696648,0.98211414,8.32e-06,0.016882196607650248,0.09506628,0.040973067,0.019323789,0.008601146,0.843246355939424,0.6834577,0.81762874,0.6290963,0.92241853,0.01103408912726448,0.022550339,0.0059077167,0.004637817,0.013028884,504004,126000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.4570828974246979,,,0.4570829,0.007760666310787201,,,0.007760667,0.4314887225627899,,,0.4314887,0.01163263525813818,,,0.011632635,,,,
0.7489405610273865,1.0028950697975247,2.6683834,0.64921254,0.8218506,0.99396354,8.306666666666668e-06,0.016774275682866612,0.09122957,0.03901374,0.018789655,0.008740268,0.8719178109900089,1.4637666,0.41775104,0.7075095,0.9383639,0.009995021442969985,0.01635141,0.008238992,0.004569714,0.01138307,508004,127000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.0577077716588974,,,0.017365843,0.006307228934019804,,,0.004067976,0.045806434005498886,,,0.0076927263,0.0010067373514175415,,,0.00057314674,0.09804971,0.008546482,0.08392014,0.0014403281
0.7469155028908813,0.884157936425881,0.77977926,0.7330188,0.8511814,0.92194235,8.293333333333334e-06,0.01719916909257879,0.08636483,0.042902477,0.01808895,0.009166731,0.778401900701517,0.20031747,0.5069232,0.73674506,0.864487,0.00950511763384567,0.013991019,0.0075367936,0.0040080813,0.011304798,512004,128000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.3659907579421997,,,0.48382175,0.010066208429634571,,,0.0106755,0.33506566286087036,,,0.4459961,0.0173797644674778,,,0.023076514,0.012497783,0.008238332,0.00227432,0.00028952264
0.749061525368782,0.8935217982009052,2.4317837,1.4584095,0.58764434,0.8364309,8.280000000000002e-06,0.01646455958276053,0.084267184,0.040532783,0.01831561,0.009305534,0.7463998015834963,1.163376,1.0114427,0.4823246,0.7732191,0.01080476015029123,0.015277486,0.00663924,0.0043937927,0.013061484,516004,129000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.05914502218365669,,,0.04729186,0.008636346086859703,,,0.006217014,0.037991538643836975,,,0.030954108,0.0012846416793763638,,,0.00067145674,0.070998184,0.011055677,0.04502897,0.0018978267
0.747518335315423,1.0131161776948752,1.9799412,1.6932106,1.2008035,0.81373876,8.266666666666667e-06,0.018648119773715697,0.09990859,0.05403091,0.021004539,0.008816261,0.8277382608652125,0.6008061,1.0218047,1.031174,0.7525777,0.010626740842795709,0.016674463,0.013617366,0.005787427,0.011460217,520004,130000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.8779283761978149,1.6863632,,0.339899,0.11259372532367706,0.41391838,,0.010672275,0.5852764844894409,0.5655098,,0.3259929,0.021687746047973633,0.07991934,,0.0018716496,1.1455522,0.015111983,1.1236104,0.003088351
0.748566479950139,0.9884677631314859,0.7783605,0.9858257,1.1214929,0.9512863,8.253333333333334e-06,0.016640436175744972,0.09169392,0.037262883,0.017135605,0.009374625,0.8877535393368446,0.3963451,0.65907764,1.0101625,0.9006192,0.007265083810911151,0.014472368,0.00675795,0.003532352,0.008308376,524004,131000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2.8681745529174805,,0.023663547,5.669409,0.00834551639854908,,0.012196419,0.007547686,2.8515117168426514,,0.0002876168,5.651719,0.0013535232283174992,,0.0009880294,0.0019997705,0.11021752,0.006090274,0.10232113,0.00042652225
0.7464897758982257,0.9290166930407289,1.174219,1.6712391,0.7709641,0.8657377,8.24e-06,0.01734139653691093,0.11071004,0.03490323,0.017828563,0.009202215,0.7914701869497074,0.45036215,1.1148709,0.6620486,0.8107379,0.009429786313303351,0.039939925,0.008349643,0.0042895735,0.009447287,528004,132000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.9054043292999268,,1.51664,0.05723871,0.06647135317325592,,0.12831937,0.002629549,0.6916208267211914,,1.0953773,0.053888287,0.0117894746363163,,0.022995692,0.00023921915,0.53109866,0.006617142,0.52184033,0.00092729606
0.7460905916614132,0.9163236732073119,0.79182774,0.72275996,0.809965,0.9828546,8.226666666666667e-06,0.016069492833921707,0.10271572,0.03795683,0.016418459,0.00886428,0.8307426506966573,0.2799511,0.46156582,0.74446875,0.9340976,0.008578495691384894,0.016598782,0.010477479,0.0031912227,0.009743185,532004,133000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.15572194755077362,,0.032635428,0.2871493,0.011227639392018318,,0.024601562,0.004571273,0.13220341503620148,,0.00036423194,0.263662,0.006468004081398249,,0.0012744374,0.011902385,0.015953768,0.0111664515,0.0011254118,0.0007928088
0.7450551061345808,0.8578224152978512,1.9703965,0.85989165,0.7579494,0.831076,8.213333333333335e-06,0.01754320952738637,0.1153797,0.04369267,0.018669428,0.008832903,0.7353286756324799,0.75704336,0.59485114,0.6562068,0.7766788,0.009813658932747764,0.024950337,0.0072395727,0.003822648,0.011240239,536004,134000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,5.711967468261719,2.9610815,,9.927216,0.01654844358563423,0.03490429,,0.0041095736,5.443301200866699,1.9890889,,9.890407,0.018408043310046196,0.014151785,,0.02935863,0.032357454,0.023070341,0.0033037812,0.00076313136
0.745573570737185,0.8048075310448198,0.91424006,0.596503,0.5965327,0.89360553,8.200000000000001e-06,0.0164689896302298,0.086266086,0.038559157,0.017711572,0.00885626,0.7052867712057495,0.4853957,0.38894016,0.45360377,0.8428919,0.008515124133409697,0.013642226,0.007562116,0.0045800903,0.009617379,540004,135000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.5701983571052551,,0.05146512,1.3003631,0.017424512654542923,,0.03962335,0.012224257,0.5350862741470337,,0.00097494246,1.2835584,0.001360847381874919,,0.0012169069,0.0032960821,0.46448267,0.008925223,0.4279058,0.00046520017
0.7480269332519183,0.9275098885558559,1.5872269,1.2000242,0.670568,0.93170375,8.186666666666667e-06,0.016959554349537935,0.10540205,0.039818868,0.018854156,0.008335804,0.8110555519221682,0.70074457,1.0126624,0.5520076,0.8691232,0.009519161107513371,0.02666067,0.008291093,0.0038139469,0.010427758,544004,136000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.1444527953863144,,,0.1873643,0.008332232013344765,,,0.0081771165,0.11589016765356064,,,0.15317832,0.01866105943918228,,,0.024720946,0.015718294,0.0087975785,0.0040257,0.0004813982
0.7465598910959226,0.8266777419336139,0.64063483,1.4859624,0.61008567,0.8227416,8.173333333333334e-06,0.016334497625008205,0.08237218,0.04342969,0.018462846,0.0086349,0.7165931819904944,0.20063657,1.0829419,0.5000493,0.7671616,0.008308113786973994,0.015032627,0.0068782913,0.0033289292,0.009629156,548004,137000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.4862706661224365,,,0.48627067,0.007757037412375212,,,0.0077570374,0.3952476978302002,,,0.3952477,0.020859263837337494,,,0.020859262,,,,
0.7461024696126315,0.9583309641517699,0.29271495,0.9618823,0.90858877,1.0030305,8.160000000000001e-06,0.015422801553970187,0.098651245,0.034673613,0.018074548,0.008517206,0.8570480527357435,0.090976685,0.5660354,0.7781884,0.95119655,0.009310899539326786,0.011146426,0.0067333803,0.0044285436,0.011037988,552004,138000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.2792165279388428,,,0.42360258,0.015117764472961426,,,0.004169832,0.2560228407382965,,,0.41816872,0.0021794794593006372,,,0.00034763047,0.13483049,0.026065698,0.093876936,0.0040113283
0.7035521390320169,0.9823369664129808,0.1577742,0.31378442,0.64329284,2.7199547,8.120000000000002e-06,0.01498212298093647,0.012058854,0.012509667,0.013548658,0.02145605,0.8795284194115593,0.0769716,0.21503712,0.53203523,2.6004465,0.006466325480382999,0.0024056341,0.0026719389,0.0030857031,0.01709158,564004,141000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.6017888784408569,0.01792556,0.012089497,2.3592148,0.011436162516474724,0.009194477,0.009336244,0.018019449,0.5849995613098145,0.00408394,7.4562704e-05,2.3317556,0.0009537041187286377,0.00050105155,0.00034111738,0.002471596,,,,
0.7014793943488391,0.992681368813848,0.14186145,0.37779108,0.627804,2.8036242,8.106666666666666e-06,0.013812430351972592,0.011624048,0.012128692,0.0126759475,0.018763479,0.8901029562719487,0.05445357,0.2632429,0.5295899,2.694016,0.006371410369873049,0.0022152103,0.0027813306,0.0031455795,0.01719458,568004,142000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.2795031070709229,0.11977818,3.9531157,,0.01040779147297144,0.010369562,0.010269774,,1.264232873916626,0.10448245,3.9378428,,0.0006429404020309448,0.0005899966,0.00071138144,,0.9253407,0.010622269,0.9101238,0.000680387
0.7052908180842378,1.0042114462144671,0.17452826,0.31866544,0.6730556,2.8007295,8.093333333333334e-06,0.014021654838696104,0.011766624,0.012000856,0.012465039,0.019708395,0.8901057076659113,0.0744153,0.20601946,0.558137,2.672351,0.005906003303825855,0.0023863078,0.0025214287,0.0025307725,0.01594324,572004,143000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.3587186932563782,0.0481666,0.1422414,0.6222334,0.021517351269721985,0.01435684,0.00954308,0.031084742,0.3140513300895691,0.0016116347,0.12895295,0.5628204,0.013446763157844543,0.0021487176,0.00079882145,0.025419757,,,,
0.6881697642816552,1.1230827450416985,0.17050017,0.3066414,0.69656897,3.3478236,8.08e-06,0.014066654618829498,0.011358644,0.011835086,0.012979843,0.020171512,1.0168500071558244,0.067341745,0.19935264,0.60206515,3.2274702,0.006315484911203383,0.0023048308,0.002899074,0.0036450233,0.016562363,576004,144000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.07653208076953888,,0.025096245,0.23752362,0.009764055721461773,,0.00938655,0.010811171,0.06179628521203995,,0.010721091,0.2218847,0.0006227046251296997,,0.0006377399,0.0006984472,0.018412195,0.009471953,0.0038582573,0.0005168915
0.6992249598114264,1.0168775369431804,0.1616622,0.23208345,0.71613556,2.8542516,8.066666666666667e-06,0.013846041449345623,0.011477831,0.0115986485,0.012498171,0.019476034,0.9209144930203844,0.060060468,0.14334816,0.6181857,2.7588258,0.008024620249867453,0.0025249762,0.0024536222,0.0034358867,0.022766583,580004,145000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.2751297354698181,0.014986485,,0.3143273,0.017930658534169197,0.0094917305,,0.025356527,0.24730730056762695,0.00032588543,,0.2740597,0.006333395838737488,0.00055491924,,0.011720806,0.4568779,0.011517851,0.44078392,0.0013370514
0.6929126301255844,1.0719537055045363,0.1334937,0.28309935,0.56475645,3.2595863,8.053333333333335e-06,0.01368907096888872,0.011505106,0.011687735,0.012207325,0.019231824,0.9768583862807747,0.050378654,0.18967542,0.48122212,3.1398501,0.006530983224511132,0.0025994917,0.002641244,0.0024867654,0.018115342,584004,146000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.015890030190348625,0.01589003,,,0.009720861911773682,0.009720862,,,0.00022154790349304676,0.00022154789,,,0.0005758181214332581,0.0005758181,,,,,,
0.6847200471708198,0.8138347726836792,0.10331651,0.25180754,0.7867081,2.1554549,8.040000000000001e-06,0.013421102954074731,0.0108763585,0.011378074,0.012321983,0.019174356,0.729799662159217,0.038663007,0.17778747,0.7026785,2.0409763,0.005009590342640884,0.001828468,0.0024078803,0.0027341812,0.013075916,588004,147000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.22830259799957275,0.013504293,,0.46597275,0.015476610511541367,0.0093458025,,0.01275859,0.1842643916606903,2.4735613e-05,,0.44645146,0.007345058023929596,0.00038152933,,0.0006661117,0.21686669,0.019901024,0.1452907,0.0141662955
0.684150446287178,0.8185862525822589,0.16472249,0.29007167,0.60904694,2.234668,8.026666666666667e-06,0.013334417265839862,0.011037694,0.01119913,0.011911053,0.01924737,0.7236903463128834,0.063960634,0.2072701,0.5271114,2.1211429,0.005965771563351152,0.00221721,0.0022841485,0.0025214117,0.016883736,592004,148000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.9924973249435425,0.030949773,0.08880045,,0.01670890301465988,0.013240288,0.020733885,,0.939033031463623,0.0003191491,0.001513402,,0.01137138158082962,0.0019042492,0.017895848,,1.9251195,0.016430717,1.8771498,0.012842715
0.6880459998243472,1.1103601774517438,0.14029703,0.26946554,0.66466206,3.464327,8.013333333333333e-06,0.013168878286145613,0.011175783,0.011138252,0.012277651,0.018289432,1.0144092435630463,0.052191224,0.17390269,0.57301843,3.355159,0.007729472719132878,0.002459884,0.002407206,0.0038374774,0.022873532,596004,149000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.3259730041027069,0.013697067,0.018546179,1.2531025,0.013400097377598286,0.008993892,0.009342466,0.025921565,0.30637118220329285,8.9760484e-05,0.0040457477,1.2173035,0.0017879679799079895,0.00047174096,0.00055527687,0.005569577,,,,
0.6974965070269108,1.021098924238234,0.1375172,0.2642577,0.66348785,2.9962578,8.000000000000001e-06,0.013765948368236419,0.011136132,0.011104129,0.012199404,0.020524919,0.9261069855693287,0.047131017,0.18120435,0.5713354,2.8821414,0.005206035882234573,0.0023360497,0.0021764343,0.0031880636,0.012997543,600004,150000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.0253551006317139,,0.37958214,3.199976,0.011565661057829857,,0.0104775885,0.015725905,0.9820857048034668,,0.32157236,3.159009,0.0012498274445533752,,0.0011107624,0.0022913218,0.14228016,0.009581565,0.12618923,0.0004864633
0.6939107610994752,0.988403995815665,0.14668821,0.30534238,0.60813665,2.9333603,7.986666666666668e-06,0.013716896638274188,0.010912328,0.011498424,0.012084676,0.020509684,0.8914039777690927,0.058252096,0.19685204,0.5385767,2.8115056,0.0056993680298328495,0.0021991748,0.0027255605,0.0027834394,0.015280188,604004,151000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.14887838065624237,0.033479534,,,0.015325403772294521,0.01190576,,,0.09901824593544006,0.0008014553,,,0.008588545024394989,0.002551496,,,0.26427722,0.018745048,0.19723505,0.014625594
0.6894632998205142,1.0224688613116757,0.14889674,0.26628476,0.8372994,2.7863088,7.973333333333334e-06,0.013315751610323796,0.010966959,0.01101084,0.012129286,0.018961,0.9282777346819535,0.060590137,0.17948818,0.72790146,2.6934056,0.005373106323182585,0.0023691738,0.0022778278,0.0029653711,0.013565363,608004,152000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.28110742568969727,0.013365611,0.07060121,,0.009689983911812305,0.008884549,0.009657582,,0.2666606903076172,9.5956326e-05,0.05602946,,0.0005389750003814697,0.00043824315,0.0005621165,,0.9698616,0.010560224,0.95448786,0.00059342384
0.6897696584113283,1.1731528350133462,0.10531471,0.20644923,0.5879604,3.8096383,7.960000000000002e-06,0.013357371888123462,0.010978173,0.010972315,0.012221154,0.01930669,1.0811356117896858,0.035235643,0.14202586,0.4864222,3.6766186,0.005054552495479582,0.0023165022,0.0020503465,0.0028828655,0.013020664,612004,153000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.5597158670425415,0.02133918,,4.907317,0.015968896448612213,0.010463204,,0.023754984,1.2915468215942383,0.00016065253,,4.8760676,0.002141892910003662,0.0007696748,,0.002414763,0.65510345,0.0148287,0.14497961,0.002691567
0.7029946601286317,0.7539511390067631,0.15588036,0.44075084,0.7122814,1.2980943,7.946666666666666e-06,0.013557114943629113,0.014226092,0.013872458,0.01295397,0.01340905,0.6514376234746941,0.057723545,0.2768945,0.6295928,1.2171576,0.0057706312276132035,0.0025293222,0.0033125295,0.0026857709,0.0111158285,616004,154000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.08031172305345535,,,0.0597431,0.0065133413299918175,,,0.0038420353,0.05994065850973129,,,0.05309356,0.004579747095704079,,,0.0013451364,0.14201759,0.014527258,0.08048195,0.014283579
0.7424377653444498,1.0147495217472313,0.5878489,0.53302413,0.52164096,1.3819255,7.933333333333334e-06,0.014461332365404814,0.03731805,0.028220791,0.012710569,0.009194472,0.9197106411423013,0.19345494,0.37933096,0.43582025,1.3341172,0.007586333367624314,0.006378457,0.005573886,0.0030330722,0.010081612,620004,155000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.48291411995887756,,,0.48291415,0.0079478919506073,,,0.007947892,0.4611418545246124,,,0.46114188,0.004620732273906469,,,0.0046207327,,,,
0.7377956037712105,0.8536599987056102,0.33426893,0.45211536,0.5396554,1.1242322,7.92e-06,0.014368019526125873,0.04494259,0.02094436,0.013902722,0.009570941,0.7714800888875768,0.10968916,0.28953782,0.46070892,1.0740173,0.0058649481617321685,0.013568036,0.0036790916,0.0026780246,0.0066774534,624004,156000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.22229978442192078,0.007084849,,0.29403812,0.006201114039868116,0.005098523,,0.006568644,0.21285253763198853,2.0641603e-05,,0.28379652,0.0011997695546597242,0.00019096868,,0.0015360365,,,,
0.7403711106672537,0.9775707145389179,1.0379835,0.7637701,0.6736976,1.1377728,7.906666666666667e-06,0.015312443174188955,0.04838038,0.02592507,0.015455017,0.00926308,0.8676100952127017,0.42431572,0.5546147,0.599174,1.0919161,0.007845856551051862,0.015033845,0.0046823206,0.003839313,0.00928916,628004,157000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.0705467462539673,1.9246261,,,0.019455628469586372,0.04003684,,,0.5795875191688538,0.021072824,,,0.0037168310955166817,0.012135825,,,0.7858536,0.012595225,0.7657591,0.00091049983
0.7433535034651032,0.8444014254012159,0.29861036,0.267233,0.6800249,1.0785003,7.893333333333335e-06,0.014229894503834674,0.04500224,0.026289292,0.013536476,0.0088780485,0.7761947780101905,0.11924488,0.16709554,0.60135835,1.0326228,0.0061629284949740485,0.0090412265,0.004767141,0.00269618,0.0074995863,632004,158000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.23424050211906433,,,0.2342405,0.004024746362119913,,,0.004024746,0.22731290757656097,,,0.22731292,0.0020906897261738777,,,0.0020906897,,,,
0.7437531093779406,0.9402615495733938,0.29948094,0.7442863,1.1495919,0.9733902,7.88e-06,0.01581680817226881,0.0449875,0.033441145,0.01446578,0.009328414,0.8515977151101705,0.11588554,0.5714082,1.0360098,0.9228211,0.007305202378774994,0.008213436,0.009290434,0.0029976398,0.008498909,636004,159000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.106648325920105,,,1.3089927,0.009799311868846416,,,0.009340312,1.0761570930480957,,,1.2885294,0.0049136485904455185,,,0.006167877,0.49961504,0.011176312,0.43903995,0.0011509616
0.7458853619920516,0.9111447154460492,0.7312749,0.4739013,0.6205424,1.1086118,7.866666666666667e-06,0.015176579703111186,0.060964953,0.03369535,0.013636324,0.008272098,0.8113220113003626,0.25603858,0.35363126,0.46760708,1.0671792,0.0061638441429822735,0.008349536,0.0047567263,0.0029735093,0.00736318,640004,160000,,,,,,,,,,,,,,,,,,,,
