grad_norm,loss,loss_q0,loss_q1,loss_q2,loss_q3,lr,mse,mse_q0,mse_q1,mse_q2,mse_q3,nll,nll_q0,nll_q1,nll_q2,nll_q3,reg,reg_q0,reg_q1,reg_q2,reg_q3,samples,step,eval_loss,eval_loss_q0,eval_loss_q1,eval_loss_q3,eval_mse,eval_mse_q0,eval_mse_q1,eval_mse_q3,eval_nll,eval_nll_q0,eval_nll_q1,eval_nll_q3,eval_reg,eval_reg_q0,eval_reg_q1,eval_reg_q3,eval_loss_q2,eval_mse_q2,eval_nll_q2,eval_reg_q2
0.7499999547941527,12.659183160781891,12.018381,12.651176,12.726622,13.263451,9.88e-06,0.1827303041517733,0.18664782,0.18036906,0.17991826,0.18408974,2.378758623719223,1.8165607,2.3944392,2.4214926,2.9033406,0.5078308432698244,0.4612931,0.50233823,0.52053726,0.54834163,36004,9000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,10.111795425415039,8.84258,8.602582,14.399437,0.16472703218460083,0.15724346,0.16704194,0.16758083,1.5331261157989502,0.6334549,0.6204993,4.258051,0.4836210608482361,0.37300774,0.49921364,0.56304926,,,,
0.749999961816894,11.420379035949718,10.281819,11.260612,11.626523,12.52743,9.866666666666668e-06,0.1790715969204903,0.18871807,0.17844999,0.17283602,0.17589606,2.7413564969897344,1.7232531,2.6279106,2.9370034,3.691452,0.36457588778436184,0.2470342,0.31174377,0.3923409,0.5086689,40004,10000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,8.414862632751465,,6.3876204,7.022887,0.16893984377384186,,0.17403457,0.15896763,1.3365581035614014,,0.2504532,0.6523421,0.31272172927856445,,0.10521412,0.51553434,13.861321,0.16872261,4.1929836,0.5249243
0.7499999645957682,10.670855895519253,8.611701,9.311221,11.664404,13.154912,9.853333333333334e-06,0.19158569492399716,0.20511587,0.19690557,0.18641786,0.17758276,3.4903572102189053,1.597067,2.1802175,4.4776535,5.7608147,0.19390934689343006,0.10502807,0.13436937,0.17603149,0.3637541,44004,11000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.06896686553955,11.939323,,,0.172065868973732,0.18761276,,,5.284841060638428,3.2363062,,,0.18061606585979462,0.16701706,,,16.19861,0.15651897,7.333376,0.19421507
0.7499999611889516,9.597943231105813,7.4114,8.147062,9.96764,12.81256,9.84e-06,0.17388507251441446,0.18412873,0.1782565,0.16940384,0.16371024,3.4744174763411277,1.3319484,2.1494434,3.8840373,6.4876213,0.17970263579487813,0.10427896,0.12061843,0.15333606,0.33575794,48004,12000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,7.798358917236328,5.7935443,8.829756,,0.1773824691772461,0.174013,0.18659583,,2.1797537803649902,0.8778823,3.2442293,,0.1021801009774208,0.077949405,0.114838555,,7.740379,0.16232517,1.3526735,0.10109389
0.7499999620713935,8.979519663810729,6.814434,7.3341556,9.291691,12.52383,9.826666666666667e-06,0.16329884448647522,0.17131776,0.16646796,0.15895359,0.15634643,3.381708800464873,1.2717288,1.7447102,3.7218342,6.835254,0.1744101844504476,0.107298054,0.12486411,0.15816133,0.30827194,52004,13000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6.958711624145508,4.885146,,4.617702,0.1476573348045349,0.14685494,,0.14804773,1.5786540508270264,0.26727933,,0.013254108,0.18299973011016846,0.083408356,,0.1641241,9.165999,0.14786336,3.0170412,0.24223322
0.7499999614860656,8.864726493358624,7.0912886,7.7192373,10.006871,10.424816,9.813333333333333e-06,0.16022665826231247,0.18425389,0.1719872,0.15113838,0.13655826,3.4686855698525916,1.2964474,2.0689588,4.792381,5.448178,0.17638707933202374,0.10971354,0.123811744,0.15578192,0.3045704,56004,14000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,5.500420093536377,,5.3761597,0.5546052,0.1363602876663208,,0.19342254,0.01965435,1.305614948272705,,0.01830517,0.04437597,0.1304703950881958,,0.13854544,0.047891192,8.035458,0.16618213,2.5798893,0.16772248
0.7499999645413119,8.387786400675772,7.4617214,8.353611,8.011973,9.348762,9.800000000000001e-06,0.15812316933646808,0.20626304,0.18562537,0.14506371,0.11790831,3.3251131069809166,1.2764459,2.5514214,3.3018968,5.25086,0.150706595506519,0.10803646,0.11621167,0.12402593,0.22543165,60004,15000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,3.9667139053344727,,,3.8610337,0.12406256794929504,,,0.12628788,1.06729257106781,,,1.3515892,0.10585252940654755,,,0.14982525,4.072394,0.12183726,0.78299606,0.06187982
0.7499999644400425,8.24886330580712,6.990973,7.203087,8.874922,9.327962,9.786666666666667e-06,0.1526181880980727,0.19145499,0.17254192,0.14590433,0.11750706,3.3095188747197355,1.136279,1.7216686,4.121171,5.2467084,0.14980421027727414,0.104075424,0.110136606,0.12080395,0.23591985,64004,16000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,3.6436829566955566,3.965125,,3.5365357,0.09983207285404205,0.11344528,,0.09529434,0.7806707620620728,0.6970595,,0.8085412,0.10984876751899719,0.050789822,,0.12953508,,,,
0.749999961152552,7.449616372942922,6.6739163,6.8859177,7.279605,8.497153,9.773333333333335e-06,0.14878039224818357,0.18643123,0.16985106,0.1405855,0.11584341,2.724396274089814,1.097016,1.6408662,2.7285724,4.557557,0.13603814822435364,0.09151213,0.09798015,0.11239777,0.21156867,68004,17000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,4.172300338745117,4.2174234,4.127177,,0.16231897473335266,0.20656711,0.11807081,,0.6533615589141846,0.37713504,0.9295881,,0.06945300102233887,0.085563734,0.05334227,,,,,
0.7499999614020771,7.692705916523942,6.6351814,6.482518,7.2671113,9.609205,9.760000000000001e-06,0.14546063131839004,0.18307059,0.1649058,0.13912895,0.11201204,3.069910539180044,1.1083046,1.3571187,2.8625727,5.7621813,0.13072606463357783,0.0928179,0.09527206,0.10499387,0.20220368,72004,18000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,3.2983903884887695,,,3.2427964,0.11496922373771667,,,0.10353169,0.6664177775382996,,,0.62330425,0.09292014688253403,,,0.1016922,3.4651725,0.14928186,0.7957586,0.06660398
0.7499999622525682,7.74540031480789,6.3301754,6.9085693,7.8316965,9.195919,9.746666666666668e-06,0.14269762363284805,0.1794169,0.16500272,0.1379731,0.10654109,3.312314875930551,0.98227364,1.8462968,3.5434563,5.691783,0.13308830517530423,0.087246686,0.09190578,0.10236958,0.21460044,76004,19000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,5.745562553405762,,9.042223,2.4489017,0.12308914959430695,,0.16744012,0.07873818,1.119369626045227,,1.8015141,0.43722522,0.2102513462305069,,0.09896494,0.32153776,,,,
0.7499999599694952,7.030235374927529,5.825185,6.1111045,6.960302,8.524707,9.733333333333334e-06,0.13763607691600951,0.17421845,0.15914908,0.12974854,0.105142504,2.8112756341993763,0.7959888,1.3821561,2.8946233,5.0672336,0.12505448311567316,0.08000624,0.08377913,0.08970929,0.21296304,80004,20000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,3.9223320484161377,,3.401007,5.7858334,0.0987076610326767,,0.16506015,0.10354248,1.3747864961624146,,1.311881,1.9934657,0.1307903230190277,,0.06987872,0.2192029,0.71665466,0.022685543,0.20033357,0.014876804
0.7499999654689333,6.760700457930559,5.6543193,5.9816976,7.833785,7.058405,9.72e-06,0.13456279097497434,0.16972987,0.15468961,0.13079911,0.10341766,2.6848596247956156,0.81676173,1.3824792,3.8510945,3.707005,0.1175918591357768,0.07860583,0.08110409,0.088020034,0.18934934,84004,21000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,5.910403251647949,3.431582,,10.682159,0.13001969456672668,0.15578762,,0.12256047,1.899420976638794,0.08110794,,4.7568345,0.08561013638973236,0.08593354,,0.09952233,4.7639365,0.120865345,1.3798708,0.07849234
0.7499999606240937,6.392978505015377,5.5107474,5.632106,6.174482,7.629543,9.706666666666668e-06,0.12718591770157242,0.16747212,0.1489554,0.12017973,0.092976466,2.567334321845318,0.79449874,1.171189,2.5543506,4.6255116,0.11127278963848945,0.07802315,0.080888,0.0850428,0.1732324,88004,22000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,9.18377685546875,5.5268173,,10.809437,0.11754103749990463,0.14489183,,0.11596294,3.990842342376709,0.544972,,5.057931,0.10547783970832825,0.049398784,,0.1637692,9.589416,0.093346424,5.3025365,0.04497418
0.7499999582353479,6.15374834334849,5.1580114,5.100625,7.0802546,6.7890277,9.693333333333334e-06,0.1269957922063767,0.1616516,0.14496608,0.11907689,0.09781514,2.5517727207951273,0.76991785,1.052455,3.649288,3.8821592,0.11287014663591985,0.067857265,0.0687707,0.079586655,0.2002668,92004,23000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,5.025907516479492,4.9172726,6.130744,2.9248695,0.13224585354328156,0.14913662,0.13781397,0.10421884,1.1544861793518066,0.3915178,1.6018946,1.0226375,0.06704184412956238,0.06067834,0.063976556,0.07953592,,,,
0.7499999590231817,5.905526829838756,5.0236206,4.9158235,5.2635336,7.585774,9.68e-06,0.1255440451651808,0.16065839,0.14486544,0.12108449,0.09458233,2.4300992371011567,0.7768422,1.0045772,1.9301685,4.764962,0.1024521195124834,0.062542506,0.06418037,0.07223451,0.17501886,96004,24000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2.3576583862304688,,1.0133265,2.6066108,0.12421200424432755,,0.15894608,0.114151336,0.40971899032592773,,0.00088933087,0.8180041,0.05657534673810005,,0.04922354,0.0975279,2.9053478,0.111875296,0.4099913,0.039774977
0.749999955557262,5.677176324903974,4.611326,4.752206,5.0313883,7.449612,9.666666666666667e-06,0.11786469527333976,0.149691,0.1368528,0.11681403,0.08525843,2.446489984981715,0.68372023,1.0722001,1.784155,4.983969,0.09604595009423789,0.065302625,0.06550089,0.071853325,0.15376501,100004,25000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,5.370909690856934,,3.26405,6.9637427,0.08741653710603714,,0.113916315,0.059459478,1.879762887954712,,0.1412207,3.3816094,0.05641334876418114,,0.05054043,0.051874187,4.292103,0.11683088,0.6146125,0.07136459
0.7499999525849355,5.651335335850722,4.681696,4.6355896,5.397766,7.0422883,9.653333333333335e-06,0.11171196300908924,0.14653821,0.13304228,0.108257174,0.07991566,2.5816950552612568,0.7146824,1.0316567,2.443512,4.763971,0.09548479264788313,0.063875556,0.06470005,0.06467122,0.15523343,104004,26000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,4.604526042938232,4.676741,3.5257545,6.689854,0.1395847201347351,0.18931009,0.15114585,0.06673712,1.134883165359497,0.17540035,0.60137886,3.1613746,0.05542103201150894,0.05931677,0.05539775,0.05157186,,,,
0.7499999561329223,5.2023143630027775,4.0665946,4.3019366,4.6608696,6.8609624,9.640000000000001e-06,0.11326516740396615,0.14653099,0.13338374,0.1140301,0.07980981,2.3051029211580794,0.5342203,0.8994371,1.6850985,4.730428,0.08692759854905313,0.05486543,0.05611032,0.0674965,0.14038838,108004,27000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,5.5903425216674805,1.9507734,,8.916288,0.09119382500648499,0.088765725,,0.10501848,2.012559175491333,0.09452962,,3.5668972,0.09971791505813599,0.040818818,,0.15991354,2.5780203,0.06597263,0.8219129,0.038225774
0.7499999557485553,5.126722391426562,3.8419824,4.071726,4.9909396,6.5635285,9.626666666666667e-06,0.10954578521475192,0.1402063,0.12966302,0.10949089,0.0805225,2.427070831339343,0.59652054,0.9149692,2.1755803,4.5195904,0.08858593643456708,0.05158498,0.051456984,0.06291128,0.1489663,112004,28000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,4.751502990722656,,5.235902,2.479161,0.12537290155887604,,0.09955243,0.107721135,1.3154504299163818,,2.2133124,0.76343936,0.17116513848304749,,0.04373457,0.4517547,5.6454744,0.14710902,1.142525,0.09458566
0.7499999551634451,4.646253622293477,3.8710983,3.7481947,4.61037,5.683423,9.613333333333335e-06,0.10560245591402052,0.13715437,0.12425166,0.10103392,0.079389565,2.091345308672634,0.6135988,0.9016326,2.1013885,3.6727362,0.0836305977143345,0.05522456,0.05310939,0.05743171,0.13822827,116004,29000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2.9122519493103027,0.4214869,,0.67095995,0.10468579828739166,0.17264429,,0.085223444,1.242309808731079,0.020165753,,0.0018562949,0.039863068610429764,0.058164805,,0.040258206,5.2782803,0.080437735,2.4736085,0.030514635
0.749999954431518,4.5005632320642555,3.2807505,3.7537217,3.9910133,5.954937,9.600000000000001e-06,0.10319434293732047,0.13221084,0.123755775,0.10270938,0.07550823,2.1830211857631867,0.5408372,0.9294572,1.656574,4.180058,0.0792417229283602,0.049944445,0.051131573,0.05513997,0.12829065,120004,30000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,5.175662040710449,,4.72852,7.6975975,0.08779232203960419,,0.121654734,0.07227186,2.617544651031494,,1.3163874,4.576777,0.05082397162914276,,0.038891792,0.06592958,0.578932,0.08497086,0.00023663879,0.03254495
0.7499999527627685,4.111053727254265,3.3381286,3.618343,3.726138,5.093123,9.586666666666667e-06,0.09510859890654681,0.1254866,0.11419637,0.092897415,0.068247706,1.9210940306000406,0.53152454,0.9794478,1.5422513,3.5118406,0.07936327994242307,0.053572487,0.05115816,0.060667492,0.12322024,124004,31000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.8625859022140503,2.41255,0.21269406,,0.127335786819458,0.13184497,0.11380822,,0.003594451118260622,0.0042257146,0.0017006613,,0.04394220933318138,0.04532121,0.039805215,,,,,
0.7499999532690379,4.224920989677315,3.022785,3.3911564,4.1118855,5.4511847,9.573333333333334e-06,0.09473931088298569,0.12479102,0.1144024,0.09357992,0.06775406,2.1877034002095455,0.4692878,0.972055,2.0747123,3.9191651,0.07883812831621621,0.05019956,0.05195884,0.054671496,0.12822926,128004,32000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,3.519202470779419,3.3497493,,4.8802214,0.09474092721939087,0.13822743,,0.08904969,1.6882209777832031,2.1822205,,1.8797809,0.10808243602514267,0.054548256,,0.17221564,0.96661794,0.062636875,0.8111015,0.03335021
0.749999949762533,3.8757030302584172,3.050854,3.111892,4.084905,4.660197,9.56e-06,0.09135317435488094,0.12047316,0.10951143,0.087536186,0.06626429,1.939429182995577,0.5272993,0.8723959,2.2181864,3.1982744,0.07260357320867471,0.050242383,0.04870407,0.049162466,0.11664149,132004,33000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.7597490549087524,,0.45959595,1.6559333,0.10153889656066895,,0.10183605,0.07097942,0.4038522243499756,,0.17702612,1.1538665,0.10705022513866425,,0.039509714,0.3000315,4.463871,0.13150406,0.10749013,0.049149957
0.7499999469135231,3.475900195762516,2.6552522,2.9137502,3.2459726,4.50547,9.546666666666668e-06,0.08686661762557923,0.11309171,0.101287365,0.08392778,0.063910425,1.7025121913934147,0.44745338,0.827685,1.4820647,3.1893752,0.0724858552422374,0.049503163,0.04601078,0.04765011,0.12195744,136004,34000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,3.6246395111083984,2.7121377,,2.1947873,0.08408141136169434,0.10186097,,0.069361344,1.1592144966125488,0.13914454,,1.0084558,0.12453752011060715,0.035483647,,0.35203335,6.879496,0.06324235,3.3501134,0.07514943
0.7499999533809867,3.6226796536147585,2.71899,2.7571259,3.5852258,4.600348,9.533333333333334e-06,0.08328025691211219,0.11209824,0.100227796,0.082001716,0.05973177,1.9776426382134662,0.47404793,0.79048955,1.9658488,3.428678,0.07019974485039704,0.046219554,0.045205984,0.048490018,0.1111876,140004,35000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.4493703246116638,0.38815287,,,0.09857970476150513,0.10010031,,,0.055582791566848755,0.005327865,,,0.03978881239891052,0.040178888,,,0.6330226,0.09401789,0.20634757,0.0386186
0.7499999495127574,3.5259434218704793,2.4748669,2.516241,3.2914362,4.7888002,9.52e-06,0.07872201560437675,0.10436759,0.09298546,0.07993258,0.056872856,1.993454547132368,0.45058513,0.7548794,1.7343318,3.6513693,0.06768019210360937,0.04649006,0.04641343,0.050042383,0.10273178,144004,36000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,4.515169143676758,6.0079727,,0.036759917,0.08435829728841782,0.111420676,,0.0031711545,1.1112432479858398,1.4715879,,0.030209178,0.04480833187699318,0.05893405,,0.0024311726,,,,
0.7499999502530958,3.357170456230641,2.3180273,2.5467367,3.1262252,4.480228,9.506666666666667e-06,0.07662667268142098,0.10162728,0.09194756,0.07565308,0.05630886,1.9014710127431904,0.4249599,0.75832987,1.6612445,3.432926,0.06615719491895275,0.04510788,0.044477597,0.045250986,0.102785744,148004,37000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.8780065774917603,0.11638887,0.26403183,1.5658028,0.06033455953001976,0.06802387,0.06879519,0.052259594,0.5745844841003418,0.0006390648,0.025448026,1.1361253,0.023611463606357574,0.02506324,0.025669849,0.021856382,,,,
0.7499999471891159,3.3560552184954324,2.223644,2.313456,3.363873,4.4123826,9.493333333333334e-06,0.07057834420911965,0.09429968,0.086063676,0.070151806,0.051904168,2.0393565662084105,0.47191995,0.7268358,2.0123131,3.4587858,0.06806307948473853,0.045190204,0.045212064,0.04652657,0.10449757,152004,38000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.7813829183578491,1.0407885,,,0.05764196813106537,0.079601,,,0.21663308143615723,0.0029272295,,,0.029018769040703773,0.03734018,,,0.5219772,0.03568294,0.43033892,0.020697359
0.7499999472372064,2.7874389929771426,2.0739691,2.3666008,2.4719272,3.5734787,9.48e-06,0.06933973853290078,0.09364043,0.08442609,0.06664328,0.05132679,1.4735413293053854,0.38442013,0.7128082,1.1824538,2.6045506,0.05949019445013247,0.04380743,0.04092504,0.039185513,0.09064655,156004,39000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.0122122764587402,0.8890842,,,0.0849284827709198,0.10164136,,,0.006707732565701008,0.004968002,,,0.029456783086061478,0.03526045,,,1.3815967,0.034789864,0.011926923,0.0120457765
0.7499999448255941,2.6613558958172785,2.0828838,2.3391812,2.1101408,3.5456991,9.466666666666667e-06,0.06758030636236084,0.08818731,0.08325897,0.06433707,0.049429327,1.452221430528676,0.39561006,0.7693275,1.016185,2.728234,0.05738027142547077,0.042078067,0.041714393,0.037257865,0.088860154,160004,40000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.8061895370483398,0.26714763,1.8098918,,0.08359090983867645,0.1073199,0.069984235,,0.8446460962295532,0.01661071,1.6024969,,0.036023784428834915,0.045280408,0.03079636,,3.3378267,0.08707528,0.1569799,0.037222005
,,,,,,,,,,,,,,,,,,,,,,,,2.6852009296417236,2.790328,0.37732223,4.7828255,0.053760915994644165,0.047623947,0.05183062,0.067965135,1.2913167476654053,1.2435707,0.24293616,2.4351897,0.03577636927366257,0.023579285,0.023652554,0.072294354,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.5712536573410034,1.6521928,2.809105,,0.055229585617780685,0.059141856,0.04936953,,0.6905910968780518,0.007453616,2.7250814,,0.02467752993106842,0.025666058,0.023304105,,0.17152439,0.053265106,0.022375636,0.024073899
,,,,,,,,,,,,,,,,,,,,,,,,2.338170051574707,1.077846,1.4414601,3.4166868,0.08270515501499176,0.05161674,0.07285412,0.10317488,0.78104567527771,0.032674946,0.72814626,1.1816808,0.20703952014446259,0.025111556,0.12806636,0.33749008,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.8410883545875549,,0.8299069,1.1164548,0.0425645187497139,,0.042296637,0.045006245,0.5714345574378967,,0.5711512,0.63455254,0.023433201014995575,,0.022950828,0.024777949,0.5880848,0.040658556,0.5088833,0.023053199
,,,,,,,,,,,,,,,,,,,,,,,,4.049339294433594,0.8864747,,6.2914577,0.06948025524616241,0.069209985,,0.07435935,2.2947335243225098,0.29688132,,4.0572515,0.19496530294418335,0.123937815,,0.30924183,2.7279673,0.059992325,0.7675497,0.037439764
,,,,,,,,,,,,,,,,,,,,,,,,1.8035662174224854,1.8035665,,,0.05066964030265808,0.050669637,,,0.35069605708122253,0.350696,,,0.03737739473581314,0.037377395,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2.042816638946533,0.44675574,,1.225228,0.04147198051214218,0.03232868,,0.057306476,1.582777738571167,0.19935504,,0.97486967,0.03230949491262436,0.026305288,,0.045009017,3.2496412,0.03812638,2.578443,0.028961837
,,,,,,,,,,,,,,,,,,,,,,,,1.4430184364318848,0.23401676,1.2212728,,0.049746379256248474,0.03183636,0.061581172,,0.25376445055007935,0.0028079033,0.7173554,,0.06464074552059174,0.020928204,0.1777707,,2.158392,0.052783992,0.14744723,0.029932037
,,,,,,,,,,,,,,,,,,,,,,,,1.634875774383545,0.058746345,0.06422002,6.3523164,0.03331766650080681,0.028500766,0.027735613,0.049298666,0.5136241912841797,0.002012861,0.003601496,2.0452807,0.02946418523788452,0.019477189,0.019537657,0.059304237,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.1802082061767578,,0.055977684,0.553216,0.035689838230609894,,0.028051434,0.038327113,0.36807572841644287,,0.0018376182,0.48814508,0.019835852086544037,,0.018147096,0.021686733,4.0556617,0.04832936,0.98048264,0.021362484
,,,,,,,,,,,,,,,,,,,,,,,,1.0952668190002441,0.60854995,,,0.05268455669283867,0.05665811,,,0.5055639743804932,0.34078383,,,0.12364418059587479,0.036159113,,,1.5819837,0.04871101,0.6703441,0.21112925
